11,8.41421,13,0.611111,11,6.95289e-310,
27,22.4497,41,0.45,27,6.95289e-310,
18,14.2426,19,0.75,18,6.95289e-310,
43,30.8995,61,0.438776,43,6.95289e-310,
36,22.4853,39,0.642857,36,6.95289e-310,
12,10.6569,12,0.6,12,6.95289e-310,
22,16.2426,24,0.6875,22,6.95289e-310,
18,15.6569,27,0.367347,18,6.95289e-310,
12,11.0355,13,0.666667,12,6.95289e-310,
26,18.864,27,0.65,26,6.95289e-310,
21,16.8284,42,0.333333,21,6.95289e-310,
15,12.2071,16,0.833333,15,6.95289e-310,
34,25.6924,43,0.618182,34,6.95289e-310,
134,53.6274,156,0.609091,134,6.95289e-310,
58,40.1066,87,0.453125,58,6.95289e-310,
32,21.8995,38,0.571429,32,6.95289e-310,
339,99.4975,425,0.550325,339,6.95289e-310,
99,65.4558,181,0.4125,99,6.95289e-310,
12,10.8284,13,0.6,12,6.95289e-310,
312,113.497,506,0.39,312,6.95289e-310,
86,43.2132,111,0.472527,86,6.95289e-310,
10,8.20711,12,0.5,10,6.95289e-310,
10,10,11,0.666667,10,6.95289e-310,
21,16.2782,23,0.583333,21,6.95289e-310,
50,34.3137,83,0.396825,50,6.95289e-310,
1116,403.386,2356,0.275692,1168,6.95289e-310,
15,11.4142,15,0.9375,15,6.95289e-310,
28,17.4142,28,0.933333,28,6.95289e-310,
21,17.864,25,0.525,21,6.95289e-310,
39,29.2782,52,0.609375,39,6.95289e-310,
37,23.4853,42,0.616667,37,6.95289e-310,
438,126.012,604,0.438,438,6.95289e-310,
300,99.2548,427,0.358423,300,6.95289e-310,
14,12.4142,21,0.466667,14,6.95289e-310,
99,77.4914,225,0.304615,99,6.95289e-310,
53,34.3137,63,0.6625,53,6.95289e-310,
18,13.4142,21,0.6,18,6.95289e-310,
30,21.6924,34,0.5,30,6.95289e-310,
16,12.8284,17,0.8,16,6.95289e-310,
14,11.0711,15,0.583333,14,6.95289e-310,
12,10.2426,12,0.8,12,6.95289e-310,
31,21.0711,38,0.516667,31,6.95289e-310,
91,65.1777,149,0.433333,91,6.95289e-310,
15,12.0355,20,0.625,15,6.95289e-310,
15,14,20,0.555556,15,6.95289e-310,
10,7.82843,13,0.416667,10,6.95289e-310,
15,13.0355,20,0.5,15,6.95289e-310,
24,18.0355,26,0.75,24,6.95289e-310,
30,26.2426,53,0.32967,30,6.95289e-310,
56,38.7279,72,0.54902,56,6.95289e-310,
21,19.4497,37,0.272727,21,6.95289e-310,
18,18.4142,18,0.9,18,6.95289e-310,
21,15.6213,24,0.7,21,6.95289e-310,
10,8.82843,10,0.666667,10,6.95289e-310,
39,25.4853,45,0.65,39,6.95289e-310,
50,25.864,56,0.714286,50,6.95289e-310,
113,59.9706,177,0.348765,113,6.95289e-310,
29,21.6213,33,0.725,29,6.95289e-310,
68,43.6569,100,0.386364,68,6.95289e-310,
16,12.864,20,0.380952,16,6.95289e-310,
2206,424.25,3366,0.489135,2291,6.95289e-310,
12,12.2426,15,0.428571,12,6.95289e-310,
196,87.1838,340,0.268861,196,6.95289e-310,
59,27.8995,61,0.766234,59,6.95289e-310,
57,47.0711,105,0.333333,57,6.95289e-310,
12,10,12,1,12,6.95289e-310,
10,8.41421,15,0.285714,10,6.95289e-310,
35,25.4497,49,0.5,35,6.95289e-310,
15,12.4142,16,0.625,15,6.95289e-310,
14,10.8284,14,0.875,14,6.95289e-310,
36,24.864,42,0.6,36,6.95289e-310,
310,140.983,638,0.249597,310,6.95289e-310,
30,22.4853,38,0.428571,30,6.95289e-310,
17,12.6213,29,0.34,17,6.95289e-310,
17,12.8284,19,0.607143,17,6.95289e-310,
20,15.2071,30,0.444444,20,6.95289e-310,
64,48.3137,106,0.415584,64,6.95289e-310,
24,21.2782,33,0.333333,24,6.95289e-310,
14,12.2426,14,0.777778,14,6.95289e-310,
28,19.8995,36,0.466667,28,6.95289e-310,
10,9.41421,12,0.666667,10,6.95289e-310,
25,17.2426,26,0.78125,25,6.95289e-310,
29,20.864,36,0.690476,29,6.95289e-310,
17,15.6213,20,0.708333,17,6.95289e-310,
61,38.3492,82,0.312821,61,6.95289e-310,
13,12.6213,17,0.433333,13,6.95289e-310,
20,16.4497,24,0.571429,20,6.95289e-310,
