63,68,68,70,82,58,72,70,70,69,81,78,80,81,99,99,99,99,99,99,99,99,99,99,99,0
62,64,66,70,86,61,73,73,69,80,81,87,99,99,86,90,99,99,99,99,99,99,99,99,99,0
62,64,66,70,86,61,73,73,69,80,81,87,99,99,86,90,99,99,99,99,99,99,99,99,99,0
63,67,71,71,86,61,68,68,77,78,99,87,99,99,99,90,88,99,99,99,99,99,99,99,99,0
63,67,71,71,86,61,68,68,77,78,99,87,99,99,99,90,88,99,99,99,99,99,99,99,99,0
63,67,71,71,86,61,68,68,77,78,99,87,99,99,99,90,88,99,99,99,99,99,99,99,99,0
60,73,69,63,86,62,68,71,77,78,99,99,99,99,99,99,88,99,99,99,99,99,99,99,99,0
60,73,69,63,86,62,68,71,77,78,99,99,99,99,99,99,88,99,99,99,99,99,99,99,99,0
60,73,69,63,86,62,68,71,77,78,99,99,99,99,99,99,88,99,99,99,99,99,99,99,99,0
60,73,69,63,86,62,68,71,77,78,99,99,99,99,99,99,88,99,99,99,99,99,99,99,99,1
56,74,61,64,84,51,76,76,66,67,86,86,99,99,99,99,99,99,99,99,99,99,99,99,99,1
56,74,61,64,84,51,76,76,66,67,86,86,99,99,99,99,99,99,99,99,99,99,99,99,99,1
56,74,61,64,84,51,76,76,66,67,86,86,99,99,99,99,99,99,99,99,99,99,99,99,99,1
57,68,63,71,86,57,76,74,72,67,99,86,82,82,99,99,99,99,99,99,99,99,99,99,99,1
57,68,63,71,86,57,76,74,72,67,99,86,82,82,99,99,99,99,99,99,99,99,99,99,99,1
61,72,66,71,83,71,76,75,76,78,99,99,83,82,99,99,99,90,90,99,99,99,99,99,99,1
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,1
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,1
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,1
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
57,72,69,78,82,55,76,75,77,78,99,99,80,80,99,99,99,90,90,99,99,99,99,99,99,2
49,70,73,78,87,67,73,73,77,78,99,99,80,80,99,99,99,89,99,89,99,99,99,99,99,2
49,70,73,78,87,67,73,73,77,78,99,99,80,80,99,99,99,89,99,89,99,99,99,99,99,2
49,70,73,78,87,67,73,73,77,78,99,99,80,80,99,99,99,89,99,89,99,99,99,99,99,2
49,70,73,78,87,67,73,73,77,78,99,99,80,80,99,99,99,89,99,89,99,99,99,99,99,2
49,70,73,78,87,67,73,73,77,78,99,99,80,80,99,99,99,89,99,89,99,99,99,99,99,2
60,73,83,82,88,72,79,79,99,99,76,99,99,99,99,99,99,99,99,99,61,63,89,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
61,81,83,82,99,68,99,99,99,99,99,99,99,99,99,99,99,99,99,99,61,60,99,79,99,3
55,68,80,80,87,69,81,80,99,99,74,99,99,99,99,99,99,99,99,99,55,64,99,86,99,3
55,68,80,80,87,69,81,80,99,99,74,99,99,99,99,99,99,99,99,99,55,64,99,86,99,3
54,79,77,77,87,67,81,80,99,99,82,99,99,99,99,99,99,90,99,99,66,61,99,86,99,3
54,79,77,77,87,67,81,80,99,99,82,99,99,99,99,99,99,90,99,99,66,61,99,86,99,4
64,79,77,79,99,74,99,99,99,99,82,83,99,99,99,99,99,90,99,99,65,65,99,84,90,4
64,79,77,79,99,74,99,99,99,99,82,83,99,99,99,99,99,90,99,99,65,65,99,84,90,4
66,78,99,77,84,69,99,99,99,99,71,83,99,99,99,99,99,99,99,99,65,63,99,84,90,4
66,78,99,77,84,69,99,99,99,99,71,83,99,99,99,99,99,99,99,99,65,63,99,84,90,4
66,78,99,77,84,69,99,99,99,99,71,83,99,99,99,99,99,99,99,99,65,63,99,84,90,4
66,78,99,77,84,69,99,99,99,99,71,83,99,99,99,99,99,99,99,99,65,63,99,84,90,4
57,80,81,87,99,80,79,81,99,99,84,99,99,99,99,99,99,99,99,99,72,65,99,99,99,4
57,80,81,87,99,80,79,81,99,99,84,99,99,99,99,99,99,99,99,99,72,65,99,99,99,4
64,83,82,81,99,69,99,99,99,99,99,99,99,99,99,99,99,99,99,99,75,71,99,90,99,4
64,83,82,81,99,69,99,99,99,99,99,99,99,99,99,99,99,99,99,99,75,71,99,90,99,4
64,78,79,84,88,68,78,78,99,99,99,99,99,99,99,99,99,99,99,99,62,61,99,90,99,4
64,78,79,84,88,68,78,78,99,99,99,99,99,99,99,99,99,99,99,99,62,61,99,90,99,4
64,78,79,84,88,68,78,78,99,99,99,99,99,99,99,99,99,99,99,99,62,61,99,90,99,4
56,72,83,76,88,64,78,78,99,99,86,99,99,99,99,99,99,99,99,99,58,55,99,90,99,4
56,72,83,76,88,64,78,78,99,99,86,99,99,99,99,99,99,99,99,99,58,55,99,90,99,4
56,68,78,80,99,66,80,79,99,83,86,99,99,99,99,99,99,99,99,99,66,51,99,99,99,4
56,68,78,80,99,66,80,79,99,83,86,99,99,99,99,99,99,99,99,99,66,51,99,99,99,4
56,68,78,80,99,66,80,79,99,83,86,99,99,99,99,99,99,99,99,99,66,51,99,99,99,4
56,68,78,80,99,66,80,79,99,83,86,99,99,99,99,99,99,99,99,99,66,51,99,99,99,5
52,84,78,79,99,62,75,75,99,99,99,87,99,99,99,99,99,99,99,99,64,50,99,99,99,5
52,80,77,83,85,65,79,79,99,79,99,87,99,99,99,99,99,99,99,99,64,47,99,99,99,5
52,80,77,83,85,65,79,79,99,79,99,87,99,99,99,99,99,99,99,99,64,47,99,99,99,5
52,80,77,83,85,65,79,79,99,79,99,87,99,99,99,99,99,99,99,99,64,47,99,99,99,5
52,80,77,83,85,65,79,79,99,79,99,87,99,99,99,99,99,99,99,99,64,47,99,99,99,6
61,82,77,83,79,67,79,79,99,79,74,71,99,99,99,99,99,74,99,99,65,67,99,99,99,6
61,82,77,83,79,67,79,79,99,79,74,71,99,99,99,99,99,74,99,99,65,67,99,99,99,6
